video_id,premise,hypothesis,pair_type
trial_lie_033,They'll fail a little bit.,"Well, I could have look at all the rings I had I want to hear something I could I want you know, but they want them hostage don't folks stay in You see the man he made it just a five don't folk gone to jail",windowed_5
trial_lie_033,They'll fail a little bit.,They don't come here say that on me.,windowed_5
trial_lie_033,They'll fail a little bit.,"Oh, I ain't just mad at them.",windowed_5
trial_lie_033,But get them back there when the poly are coming shot,But what they gonna say then,windowed_5
trial_lie_033,But get them back there when the poly are coming shot,"Well, I could have look at all the rings I had I want to hear something I could I want you know, but they want them hostage don't folks stay in You see the man he made it just a five don't folk gone to jail",windowed_5
trial_lie_033,But get them back there when the poly are coming shot,They don't come here say that on me.,windowed_5
trial_lie_033,But get them back there when the poly are coming shot,"Oh, I ain't just mad at them.",windowed_5
trial_lie_033,But get them back there when the poly are coming shot,"We're coming on the stage They're scared And it should have to be like that, but people like that make them like you see him you make terrible of them",windowed_5
trial_lie_033,But what they gonna say then,"Well, I could have look at all the rings I had I want to hear something I could I want you know, but they want them hostage don't folks stay in You see the man he made it just a five don't folk gone to jail",windowed_5
trial_lie_033,But what they gonna say then,They don't come here say that on me.,windowed_5
trial_lie_033,But what they gonna say then,"Oh, I ain't just mad at them.",windowed_5
trial_lie_033,But what they gonna say then,"We're coming on the stage They're scared And it should have to be like that, but people like that make them like you see him you make terrible of them",windowed_5
trial_lie_033,But what they gonna say then,He will pack the bigger man you're gonna make each other fight.,windowed_5
trial_lie_033,"Well, I could have look at all the rings I had I want to hear something I could I want you know, but they want them hostage don't folks stay in You see the man he made it just a five don't folk gone to jail",They don't come here say that on me.,windowed_5
trial_lie_033,"Well, I could have look at all the rings I had I want to hear something I could I want you know, but they want them hostage don't folks stay in You see the man he made it just a five don't folk gone to jail","Oh, I ain't just mad at them.",windowed_5
trial_lie_033,"Well, I could have look at all the rings I had I want to hear something I could I want you know, but they want them hostage don't folks stay in You see the man he made it just a five don't folk gone to jail","We're coming on the stage They're scared And it should have to be like that, but people like that make them like you see him you make terrible of them",windowed_5
trial_lie_033,"Well, I could have look at all the rings I had I want to hear something I could I want you know, but they want them hostage don't folks stay in You see the man he made it just a five don't folk gone to jail",He will pack the bigger man you're gonna make each other fight.,windowed_5
trial_lie_033,"Well, I could have look at all the rings I had I want to hear something I could I want you know, but they want them hostage don't folks stay in You see the man he made it just a five don't folk gone to jail",I made him do it,windowed_5
trial_lie_033,They don't come here say that on me.,"Oh, I ain't just mad at them.",windowed_5
trial_lie_033,They don't come here say that on me.,"We're coming on the stage They're scared And it should have to be like that, but people like that make them like you see him you make terrible of them",windowed_5
trial_lie_033,They don't come here say that on me.,He will pack the bigger man you're gonna make each other fight.,windowed_5
trial_lie_033,They don't come here say that on me.,I made him do it,windowed_5
trial_lie_033,"Oh, I ain't just mad at them.","We're coming on the stage They're scared And it should have to be like that, but people like that make them like you see him you make terrible of them",windowed_5
trial_lie_033,"Oh, I ain't just mad at them.",He will pack the bigger man you're gonna make each other fight.,windowed_5
trial_lie_033,"Oh, I ain't just mad at them.",I made him do it,windowed_5
trial_lie_033,"We're coming on the stage They're scared And it should have to be like that, but people like that make them like you see him you make terrible of them",He will pack the bigger man you're gonna make each other fight.,windowed_5
trial_lie_033,"We're coming on the stage They're scared And it should have to be like that, but people like that make them like you see him you make terrible of them",I made him do it,windowed_5
trial_lie_033,He will pack the bigger man you're gonna make each other fight.,I made him do it,windowed_5
trial_lie_034,Now he pushed me and I was up in his face.,That middle way in his face.,windowed_5
trial_lie_034,Now he pushed me and I was up in his face.,Did I have to call the police?,windowed_5
trial_lie_034,Now he pushed me and I was up in his face.,"I'm sorry, go ahead.",windowed_5
trial_lie_034,Now he pushed me and I was up in his face.,Pushed me.,windowed_5
trial_lie_034,Now he pushed me and I was up in his face.,I don't know if he did it for him first.,windowed_5
trial_lie_034,That middle way in his face.,Did I have to call the police?,windowed_5
trial_lie_034,That middle way in his face.,"I'm sorry, go ahead.",windowed_5
trial_lie_034,That middle way in his face.,Pushed me.,windowed_5
trial_lie_034,That middle way in his face.,I don't know if he did it for him first.,windowed_5
trial_lie_034,That middle way in his face.,"He scratched my neck and as he scratched my neck, I had a rag, T-shirt on anyway, because I didn't take care of my animal and before I started.",windowed_5
trial_lie_034,Did I have to call the police?,"I'm sorry, go ahead.",windowed_5
trial_lie_034,Did I have to call the police?,Pushed me.,windowed_5
trial_lie_034,Did I have to call the police?,I don't know if he did it for him first.,windowed_5
trial_lie_034,Did I have to call the police?,"He scratched my neck and as he scratched my neck, I had a rag, T-shirt on anyway, because I didn't take care of my animal and before I started.",windowed_5
trial_lie_034,Did I have to call the police?,He marked...,windowed_5
trial_lie_034,"I'm sorry, go ahead.",Pushed me.,windowed_5
trial_lie_034,"I'm sorry, go ahead.",I don't know if he did it for him first.,windowed_5
trial_lie_034,"I'm sorry, go ahead.","He scratched my neck and as he scratched my neck, I had a rag, T-shirt on anyway, because I didn't take care of my animal and before I started.",windowed_5
trial_lie_034,"I'm sorry, go ahead.",He marked...,windowed_5
trial_lie_034,Pushed me.,I don't know if he did it for him first.,windowed_5
trial_lie_034,Pushed me.,"He scratched my neck and as he scratched my neck, I had a rag, T-shirt on anyway, because I didn't take care of my animal and before I started.",windowed_5
trial_lie_034,Pushed me.,He marked...,windowed_5
trial_lie_034,I don't know if he did it for him first.,"He scratched my neck and as he scratched my neck, I had a rag, T-shirt on anyway, because I didn't take care of my animal and before I started.",windowed_5
trial_lie_034,I don't know if he did it for him first.,He marked...,windowed_5
trial_lie_034,"He scratched my neck and as he scratched my neck, I had a rag, T-shirt on anyway, because I didn't take care of my animal and before I started.",He marked...,windowed_5
trial_lie_035,I want to say this prosecutor I can't see her face,but I wish I could you discuss me the Dorsey family to discuss me because how dare you say that it happened to my son you weren't there y'all was never there you were at absentee people always so the Dorsey family down to the mother to the father to everybody I hope y'all live your life well without seeing my child Gabrielle Blair you lived well without seeing them throughout their whole life so live well,windowed_5
trial_lie_035,I want to say this prosecutor I can't see her face,now but you ain't got nothing to say to me what I did for my child period,windowed_5
trial_lie_035,but I wish I could you discuss me the Dorsey family to discuss me because how dare you say that it happened to my son you weren't there y'all was never there you were at absentee people always so the Dorsey family down to the mother to the father to everybody I hope y'all live your life well without seeing my child Gabrielle Blair you lived well without seeing them throughout their whole life so live well,now but you ain't got nothing to say to me what I did for my child period,windowed_5
trial_lie_036,"For now the brothers and sisters, their children, I know he was a fun loving uncle and I'm sad that you can't continue to experience this life.","Before I can't, there is something no way to explain.",windowed_5
trial_lie_036,"For now the brothers and sisters, their children, I know he was a fun loving uncle and I'm sad that you can't continue to experience this life.",It makes sense as a situation.,windowed_5
trial_lie_036,"For now the brothers and sisters, their children, I know he was a fun loving uncle and I'm sad that you can't continue to experience this life.",And I'm truly sorry for that.,windowed_5
trial_lie_036,"Before I can't, there is something no way to explain.",It makes sense as a situation.,windowed_5
trial_lie_036,"Before I can't, there is something no way to explain.",And I'm truly sorry for that.,windowed_5
trial_lie_036,It makes sense as a situation.,And I'm truly sorry for that.,windowed_5
trial_lie_037,What happened?,He straddle me and he hit me and then he started choking me.,windowed_5
trial_lie_037,What happened?,And he just started to help that felt.,windowed_5
trial_lie_037,What happened?,I couldn't breathe.,windowed_5
trial_lie_037,What happened?,My airway was cut off where I couldn't breathe.,windowed_5
trial_lie_037,What happened?,My head was hurting really bad.,windowed_5
trial_lie_037,He straddle me and he hit me and then he started choking me.,And he just started to help that felt.,windowed_5
trial_lie_037,He straddle me and he hit me and then he started choking me.,I couldn't breathe.,windowed_5
trial_lie_037,He straddle me and he hit me and then he started choking me.,My airway was cut off where I couldn't breathe.,windowed_5
trial_lie_037,He straddle me and he hit me and then he started choking me.,My head was hurting really bad.,windowed_5
trial_lie_037,He straddle me and he hit me and then he started choking me.,And it felt like my head was going to explode.,windowed_5
trial_lie_037,And he just started to help that felt.,I couldn't breathe.,windowed_5
trial_lie_037,And he just started to help that felt.,My airway was cut off where I couldn't breathe.,windowed_5
trial_lie_037,And he just started to help that felt.,My head was hurting really bad.,windowed_5
trial_lie_037,And he just started to help that felt.,And it felt like my head was going to explode.,windowed_5
trial_lie_037,And he just started to help that felt.,"And then, well,",windowed_5
trial_lie_037,I couldn't breathe.,My airway was cut off where I couldn't breathe.,windowed_5
trial_lie_037,I couldn't breathe.,My head was hurting really bad.,windowed_5
trial_lie_037,I couldn't breathe.,And it felt like my head was going to explode.,windowed_5
trial_lie_037,I couldn't breathe.,"And then, well,",windowed_5
trial_lie_037,My airway was cut off where I couldn't breathe.,My head was hurting really bad.,windowed_5
trial_lie_037,My airway was cut off where I couldn't breathe.,And it felt like my head was going to explode.,windowed_5
trial_lie_037,My airway was cut off where I couldn't breathe.,"And then, well,",windowed_5
trial_lie_037,My head was hurting really bad.,And it felt like my head was going to explode.,windowed_5
trial_lie_037,My head was hurting really bad.,"And then, well,",windowed_5
trial_lie_037,And it felt like my head was going to explode.,"And then, well,",windowed_5
trial_lie_038,I was trying to say something,but I couldn't talk.,windowed_5
trial_lie_038,I was trying to say something,I tried to push them off and we were too strong.,windowed_5
trial_lie_038,I was trying to say something,"All I could think about was my kids telling me, no, mom, you don't go.",windowed_5
trial_lie_038,I was trying to say something,Don't go.,windowed_5
trial_lie_038,I was trying to say something,"Okay, actually.",windowed_5
trial_lie_038,but I couldn't talk.,I tried to push them off and we were too strong.,windowed_5
trial_lie_038,but I couldn't talk.,"All I could think about was my kids telling me, no, mom, you don't go.",windowed_5
trial_lie_038,but I couldn't talk.,Don't go.,windowed_5
trial_lie_038,but I couldn't talk.,"Okay, actually.",windowed_5
trial_lie_038,but I couldn't talk.,I'll just direct with this answer to the question that we've been asked.,windowed_5
trial_lie_038,I tried to push them off and we were too strong.,"All I could think about was my kids telling me, no, mom, you don't go.",windowed_5
trial_lie_038,I tried to push them off and we were too strong.,Don't go.,windowed_5
trial_lie_038,I tried to push them off and we were too strong.,"Okay, actually.",windowed_5
trial_lie_038,I tried to push them off and we were too strong.,I'll just direct with this answer to the question that we've been asked.,windowed_5
trial_lie_038,"All I could think about was my kids telling me, no, mom, you don't go.",Don't go.,windowed_5
trial_lie_038,"All I could think about was my kids telling me, no, mom, you don't go.","Okay, actually.",windowed_5
trial_lie_038,"All I could think about was my kids telling me, no, mom, you don't go.",I'll just direct with this answer to the question that we've been asked.,windowed_5
trial_lie_038,Don't go.,"Okay, actually.",windowed_5
trial_lie_038,Don't go.,I'll just direct with this answer to the question that we've been asked.,windowed_5
trial_lie_038,"Okay, actually.",I'll just direct with this answer to the question that we've been asked.,windowed_5
trial_lie_039,I didn't really know her too well.,I only saw her a couple of times.,windowed_5
trial_lie_039,I didn't really know her too well.,"You knew where she lived, didn't you?",windowed_5
trial_lie_039,I didn't really know her too well.,"Not really, no.",windowed_5
trial_lie_039,I didn't really know her too well.,I wasn't placing her face with her.,windowed_5
trial_lie_039,I didn't really know her too well.,But dress.,windowed_5
trial_lie_039,I only saw her a couple of times.,"You knew where she lived, didn't you?",windowed_5
trial_lie_039,I only saw her a couple of times.,"Not really, no.",windowed_5
trial_lie_039,I only saw her a couple of times.,I wasn't placing her face with her.,windowed_5
trial_lie_039,I only saw her a couple of times.,But dress.,windowed_5
trial_lie_039,I only saw her a couple of times.,"She lived right next door, separated by one wall.",windowed_5
trial_lie_039,"You knew where she lived, didn't you?","Not really, no.",windowed_5
trial_lie_039,"You knew where she lived, didn't you?",I wasn't placing her face with her.,windowed_5
trial_lie_039,"You knew where she lived, didn't you?",But dress.,windowed_5
trial_lie_039,"You knew where she lived, didn't you?","She lived right next door, separated by one wall.",windowed_5
trial_lie_039,"You knew where she lived, didn't you?",You didn't know it?,windowed_5
trial_lie_039,"Not really, no.",I wasn't placing her face with her.,windowed_5
trial_lie_039,"Not really, no.",But dress.,windowed_5
trial_lie_039,"Not really, no.","She lived right next door, separated by one wall.",windowed_5
trial_lie_039,"Not really, no.",You didn't know it?,windowed_5
trial_lie_039,"Not really, no.",I didn't talk to anybody.,windowed_5
trial_lie_039,I wasn't placing her face with her.,But dress.,windowed_5
trial_lie_039,I wasn't placing her face with her.,"She lived right next door, separated by one wall.",windowed_5
trial_lie_039,I wasn't placing her face with her.,You didn't know it?,windowed_5
trial_lie_039,I wasn't placing her face with her.,I didn't talk to anybody.,windowed_5
trial_lie_039,I wasn't placing her face with her.,I just lived.,windowed_5
trial_lie_039,But dress.,"She lived right next door, separated by one wall.",windowed_5
trial_lie_039,But dress.,You didn't know it?,windowed_5
trial_lie_039,But dress.,I didn't talk to anybody.,windowed_5
trial_lie_039,But dress.,I just lived.,windowed_5
trial_lie_039,But dress.,I would go to school and come.,windowed_5
trial_lie_039,"She lived right next door, separated by one wall.",You didn't know it?,windowed_5
trial_lie_039,"She lived right next door, separated by one wall.",I didn't talk to anybody.,windowed_5
trial_lie_039,"She lived right next door, separated by one wall.",I just lived.,windowed_5
trial_lie_039,"She lived right next door, separated by one wall.",I would go to school and come.,windowed_5
trial_lie_039,"She lived right next door, separated by one wall.","And you had another dancer that you danced with in that apartment complex, too, didn't you?",windowed_5
trial_lie_039,You didn't know it?,I didn't talk to anybody.,windowed_5
trial_lie_039,You didn't know it?,I just lived.,windowed_5
trial_lie_039,You didn't know it?,I would go to school and come.,windowed_5
trial_lie_039,You didn't know it?,"And you had another dancer that you danced with in that apartment complex, too, didn't you?",windowed_5
trial_lie_039,You didn't know it?,"Oh, no.",windowed_5
trial_lie_039,I didn't talk to anybody.,I just lived.,windowed_5
trial_lie_039,I didn't talk to anybody.,I would go to school and come.,windowed_5
trial_lie_039,I didn't talk to anybody.,"And you had another dancer that you danced with in that apartment complex, too, didn't you?",windowed_5
trial_lie_039,I didn't talk to anybody.,"Oh, no.",windowed_5
trial_lie_039,I didn't talk to anybody.,I was just going to be a little bit more careful.,windowed_5
trial_lie_039,I just lived.,I would go to school and come.,windowed_5
trial_lie_039,I just lived.,"And you had another dancer that you danced with in that apartment complex, too, didn't you?",windowed_5
trial_lie_039,I just lived.,"Oh, no.",windowed_5
trial_lie_039,I just lived.,I was just going to be a little bit more careful.,windowed_5
trial_lie_039,I would go to school and come.,"And you had another dancer that you danced with in that apartment complex, too, didn't you?",windowed_5
trial_lie_039,I would go to school and come.,"Oh, no.",windowed_5
trial_lie_039,I would go to school and come.,I was just going to be a little bit more careful.,windowed_5
trial_lie_039,"And you had another dancer that you danced with in that apartment complex, too, didn't you?","Oh, no.",windowed_5
trial_lie_039,"And you had another dancer that you danced with in that apartment complex, too, didn't you?",I was just going to be a little bit more careful.,windowed_5
trial_lie_039,"Oh, no.",I was just going to be a little bit more careful.,windowed_5
trial_lie_040,"Yes, he said he did.",He told me to take care of my wounds as necessary.,windowed_5
trial_lie_040,"Yes, he said he did.",Right.,windowed_5
trial_lie_040,"Yes, he said he did.",A scratch on the face.,windowed_5
trial_lie_040,"Yes, he said he did.",And that what he said in a minor little scrape.,windowed_5
trial_lie_040,"Yes, he said he did.","No, he said there were several wounds.",windowed_5
trial_lie_040,He told me to take care of my wounds as necessary.,Right.,windowed_5
trial_lie_040,He told me to take care of my wounds as necessary.,A scratch on the face.,windowed_5
trial_lie_040,He told me to take care of my wounds as necessary.,And that what he said in a minor little scrape.,windowed_5
trial_lie_040,He told me to take care of my wounds as necessary.,"No, he said there were several wounds.",windowed_5
trial_lie_040,He told me to take care of my wounds as necessary.,He advised me to take town on when I get to jail and ask them for something to put on my face.,windowed_5
trial_lie_040,Right.,A scratch on the face.,windowed_5
trial_lie_040,Right.,And that what he said in a minor little scrape.,windowed_5
trial_lie_040,Right.,"No, he said there were several wounds.",windowed_5
trial_lie_040,Right.,He advised me to take town on when I get to jail and ask them for something to put on my face.,windowed_5
trial_lie_040,A scratch on the face.,And that what he said in a minor little scrape.,windowed_5
trial_lie_040,A scratch on the face.,"No, he said there were several wounds.",windowed_5
trial_lie_040,A scratch on the face.,He advised me to take town on when I get to jail and ask them for something to put on my face.,windowed_5
trial_lie_040,And that what he said in a minor little scrape.,"No, he said there were several wounds.",windowed_5
trial_lie_040,And that what he said in a minor little scrape.,He advised me to take town on when I get to jail and ask them for something to put on my face.,windowed_5
trial_lie_040,"No, he said there were several wounds.",He advised me to take town on when I get to jail and ask them for something to put on my face.,windowed_5
trial_lie_041,We've withheld the evidence in this very important case that we want to try and get to the truth and to the bottom of it.,Do you have a legal right though to retain that material because it's not a criminal investigation?,windowed_5
trial_lie_041,We've withheld the evidence in this very important case that we want to try and get to the truth and to the bottom of it.,"Well, who says it's not a criminal investigation?",windowed_5
trial_lie_041,We've withheld the evidence in this very important case that we want to try and get to the truth and to the bottom of it.,"It's an investigation that was undetermined at this time, and we're just not prepared to make any assertions as to what the outcome is going to be until it's a full and thorough investigation.",windowed_5
trial_lie_041,We've withheld the evidence in this very important case that we want to try and get to the truth and to the bottom of it.,The man who took the video is Paul.,windowed_5
trial_lie_041,Do you have a legal right though to retain that material because it's not a criminal investigation?,"Well, who says it's not a criminal investigation?",windowed_5
trial_lie_041,Do you have a legal right though to retain that material because it's not a criminal investigation?,"It's an investigation that was undetermined at this time, and we're just not prepared to make any assertions as to what the outcome is going to be until it's a full and thorough investigation.",windowed_5
trial_lie_041,Do you have a legal right though to retain that material because it's not a criminal investigation?,The man who took the video is Paul.,windowed_5
trial_lie_041,"Well, who says it's not a criminal investigation?","It's an investigation that was undetermined at this time, and we're just not prepared to make any assertions as to what the outcome is going to be until it's a full and thorough investigation.",windowed_5
trial_lie_041,"Well, who says it's not a criminal investigation?",The man who took the video is Paul.,windowed_5
trial_lie_041,"It's an investigation that was undetermined at this time, and we're just not prepared to make any assertions as to what the outcome is going to be until it's a full and thorough investigation.",The man who took the video is Paul.,windowed_5
trial_lie_042,Dr. Robert Czakansky died.,They found the man in the secure area with his luggage cart and chairs set around him.,windowed_5
trial_lie_042,Dr. Robert Czakansky died.,"They tried to do the same thing, communicate with him, chairs went flying.",windowed_5
trial_lie_042,Dr. Robert Czakansky died.,He grabbed the computer off a desk and threw that.,windowed_5
trial_lie_042,Dr. Robert Czakansky died.,They just weren't getting through to this guy and the violence again escalating.,windowed_5
trial_lie_042,They found the man in the secure area with his luggage cart and chairs set around him.,"They tried to do the same thing, communicate with him, chairs went flying.",windowed_5
trial_lie_042,They found the man in the secure area with his luggage cart and chairs set around him.,He grabbed the computer off a desk and threw that.,windowed_5
trial_lie_042,They found the man in the secure area with his luggage cart and chairs set around him.,They just weren't getting through to this guy and the violence again escalating.,windowed_5
trial_lie_042,"They tried to do the same thing, communicate with him, chairs went flying.",He grabbed the computer off a desk and threw that.,windowed_5
trial_lie_042,"They tried to do the same thing, communicate with him, chairs went flying.",They just weren't getting through to this guy and the violence again escalating.,windowed_5
trial_lie_042,He grabbed the computer off a desk and threw that.,They just weren't getting through to this guy and the violence again escalating.,windowed_5
trial_lie_043,"It didn't have an instantaneous effect, and Mr. Rikansky still had the stapliner's hand, and he had not gone down.","The problem is, Jikansky did-",windowed_5
trial_lie_043,"It didn't have an instantaneous effect, and Mr. Rikansky still had the stapliner's hand, and he had not gone down.",Just because I was mistaken doesn't mean I was lying.,windowed_5
trial_lie_043,"It didn't have an instantaneous effect, and Mr. Rikansky still had the stapliner's hand, and he had not gone down.",I did the Veshaba cut at the time.,windowed_5
trial_lie_043,"It didn't have an instantaneous effect, and Mr. Rikansky still had the stapliner's hand, and he had not gone down.",But none of this-,windowed_5
trial_lie_043,"The problem is, Jikansky did-",Just because I was mistaken doesn't mean I was lying.,windowed_5
trial_lie_043,"The problem is, Jikansky did-",I did the Veshaba cut at the time.,windowed_5
trial_lie_043,"The problem is, Jikansky did-",But none of this-,windowed_5
trial_lie_043,Just because I was mistaken doesn't mean I was lying.,I did the Veshaba cut at the time.,windowed_5
trial_lie_043,Just because I was mistaken doesn't mean I was lying.,But none of this-,windowed_5
trial_lie_043,I did the Veshaba cut at the time.,But none of this-,windowed_5
trial_lie_044,looking for.,None of us were out there dealing with three people who were just involved in a shooting of another three individuals out on the street corner.,windowed_5
trial_lie_045,We do not know about how quote responsible CHL holders are because that data set is not available and is completely locked down.,Any statements about how quote responsible and law-abiding CHL are is completely anecdotal and therefore conjecture.,windowed_5
trial_lie_046,"The first time I remember Mr. Miller, he was having kind of an argument with the officers that were moving the people out of the area towards the street so that they could block the sidewalk.",And he was being very aggressive with the officers.,windowed_5
trial_lie_046,"The first time I remember Mr. Miller, he was having kind of an argument with the officers that were moving the people out of the area towards the street so that they could block the sidewalk.",We didn't understand why.,windowed_5
trial_lie_046,"The first time I remember Mr. Miller, he was having kind of an argument with the officers that were moving the people out of the area towards the street so that they could block the sidewalk.",We just needed everybody to follow orders.,windowed_5
trial_lie_046,"The first time I remember Mr. Miller, he was having kind of an argument with the officers that were moving the people out of the area towards the street so that they could block the sidewalk.",We just wanted everybody safety.,windowed_5
trial_lie_046,"The first time I remember Mr. Miller, he was having kind of an argument with the officers that were moving the people out of the area towards the street so that they could block the sidewalk.","I mean, we just had to give the orders to step down to the street.",windowed_5
trial_lie_046,And he was being very aggressive with the officers.,We didn't understand why.,windowed_5
trial_lie_046,And he was being very aggressive with the officers.,We just needed everybody to follow orders.,windowed_5
trial_lie_046,And he was being very aggressive with the officers.,We just wanted everybody safety.,windowed_5
trial_lie_046,And he was being very aggressive with the officers.,"I mean, we just had to give the orders to step down to the street.",windowed_5
trial_lie_046,We didn't understand why.,We just needed everybody to follow orders.,windowed_5
trial_lie_046,We didn't understand why.,We just wanted everybody safety.,windowed_5
trial_lie_046,We didn't understand why.,"I mean, we just had to give the orders to step down to the street.",windowed_5
trial_lie_046,We just needed everybody to follow orders.,We just wanted everybody safety.,windowed_5
trial_lie_046,We just needed everybody to follow orders.,"I mean, we just had to give the orders to step down to the street.",windowed_5
trial_lie_046,We just wanted everybody safety.,"I mean, we just had to give the orders to step down to the street.",windowed_5
trial_lie_047,Did he identify himself to you as a member of the media?,"No, not at any time.",windowed_5
trial_lie_047,Did he identify himself to you as a member of the media?,Did he have any conversations with you?,windowed_5
trial_lie_047,Did he identify himself to you as a member of the media?,"He called me some names, but that wasn't really a conversation.",windowed_5
trial_lie_047,Did he identify himself to you as a member of the media?,It wasn't a two-part conversation.,windowed_5
trial_lie_047,"No, not at any time.",Did he have any conversations with you?,windowed_5
trial_lie_047,"No, not at any time.","He called me some names, but that wasn't really a conversation.",windowed_5
trial_lie_047,"No, not at any time.",It wasn't a two-part conversation.,windowed_5
trial_lie_047,Did he have any conversations with you?,"He called me some names, but that wasn't really a conversation.",windowed_5
trial_lie_047,Did he have any conversations with you?,It wasn't a two-part conversation.,windowed_5
trial_lie_047,"He called me some names, but that wasn't really a conversation.",It wasn't a two-part conversation.,windowed_5
trial_lie_048,"Well, he used to get four several times.","Okay, names.",windowed_5
trial_lie_048,"Well, he used to get four several times.",He called you names.,windowed_5
trial_lie_048,"Well, he used to get four several times.","Oh, okay.",windowed_5
trial_lie_048,"Well, he used to get four several times.","Well, okay.",windowed_5
trial_lie_048,"Well, he used to get four several times.",I'm sorry.,windowed_5
trial_lie_048,"Okay, names.",He called you names.,windowed_5
trial_lie_048,"Okay, names.","Oh, okay.",windowed_5
trial_lie_048,"Okay, names.","Well, okay.",windowed_5
trial_lie_048,"Okay, names.",I'm sorry.,windowed_5
trial_lie_048,"Okay, names.",And then we'd be afraid of that.,windowed_5
trial_lie_048,He called you names.,"Oh, okay.",windowed_5
trial_lie_048,He called you names.,"Well, okay.",windowed_5
trial_lie_048,He called you names.,I'm sorry.,windowed_5
trial_lie_048,He called you names.,And then we'd be afraid of that.,windowed_5
trial_lie_048,He called you names.,He may mention of the F-4 towards with several times.,windowed_5
trial_lie_048,"Oh, okay.","Well, okay.",windowed_5
trial_lie_048,"Oh, okay.",I'm sorry.,windowed_5
trial_lie_048,"Oh, okay.",And then we'd be afraid of that.,windowed_5
trial_lie_048,"Oh, okay.",He may mention of the F-4 towards with several times.,windowed_5
trial_lie_048,"Oh, okay.","Specifically, you can say it's important with you.",windowed_5
trial_lie_048,"Well, okay.",I'm sorry.,windowed_5
trial_lie_048,"Well, okay.",And then we'd be afraid of that.,windowed_5
trial_lie_048,"Well, okay.",He may mention of the F-4 towards with several times.,windowed_5
trial_lie_048,"Well, okay.","Specifically, you can say it's important with you.",windowed_5
trial_lie_048,"Well, okay.",You can do it.,windowed_5
trial_lie_048,I'm sorry.,And then we'd be afraid of that.,windowed_5
trial_lie_048,I'm sorry.,He may mention of the F-4 towards with several times.,windowed_5
trial_lie_048,I'm sorry.,"Specifically, you can say it's important with you.",windowed_5
trial_lie_048,I'm sorry.,You can do it.,windowed_5
trial_lie_048,I'm sorry.,You'll throw a gunshot at the bedroom with the shots and the comfortable sand with a swordwork.,windowed_5
trial_lie_048,And then we'd be afraid of that.,He may mention of the F-4 towards with several times.,windowed_5
trial_lie_048,And then we'd be afraid of that.,"Specifically, you can say it's important with you.",windowed_5
trial_lie_048,And then we'd be afraid of that.,You can do it.,windowed_5
trial_lie_048,And then we'd be afraid of that.,You'll throw a gunshot at the bedroom with the shots and the comfortable sand with a swordwork.,windowed_5
trial_lie_048,And then we'd be afraid of that.,I don't know if it's not necessary or relevant to embarrass her.,windowed_5
trial_lie_048,He may mention of the F-4 towards with several times.,"Specifically, you can say it's important with you.",windowed_5
trial_lie_048,He may mention of the F-4 towards with several times.,You can do it.,windowed_5
trial_lie_048,He may mention of the F-4 towards with several times.,You'll throw a gunshot at the bedroom with the shots and the comfortable sand with a swordwork.,windowed_5
trial_lie_048,He may mention of the F-4 towards with several times.,I don't know if it's not necessary or relevant to embarrass her.,windowed_5
trial_lie_048,He may mention of the F-4 towards with several times.,She's the witness of the Mr. Nomers called her names.,windowed_5
trial_lie_048,"Specifically, you can say it's important with you.",You can do it.,windowed_5
trial_lie_048,"Specifically, you can say it's important with you.",You'll throw a gunshot at the bedroom with the shots and the comfortable sand with a swordwork.,windowed_5
trial_lie_048,"Specifically, you can say it's important with you.",I don't know if it's not necessary or relevant to embarrass her.,windowed_5
trial_lie_048,"Specifically, you can say it's important with you.",She's the witness of the Mr. Nomers called her names.,windowed_5
trial_lie_048,"Specifically, you can say it's important with you.",So I want to know specifically what names he called her.,windowed_5
trial_lie_048,You can do it.,You'll throw a gunshot at the bedroom with the shots and the comfortable sand with a swordwork.,windowed_5
trial_lie_048,You can do it.,I don't know if it's not necessary or relevant to embarrass her.,windowed_5
trial_lie_048,You can do it.,She's the witness of the Mr. Nomers called her names.,windowed_5
trial_lie_048,You can do it.,So I want to know specifically what names he called her.,windowed_5
trial_lie_048,You can do it.,She said he used the F-4 itself.,windowed_5
trial_lie_048,You'll throw a gunshot at the bedroom with the shots and the comfortable sand with a swordwork.,I don't know if it's not necessary or relevant to embarrass her.,windowed_5
trial_lie_048,You'll throw a gunshot at the bedroom with the shots and the comfortable sand with a swordwork.,She's the witness of the Mr. Nomers called her names.,windowed_5
trial_lie_048,You'll throw a gunshot at the bedroom with the shots and the comfortable sand with a swordwork.,So I want to know specifically what names he called her.,windowed_5
trial_lie_048,You'll throw a gunshot at the bedroom with the shots and the comfortable sand with a swordwork.,She said he used the F-4 itself.,windowed_5
trial_lie_048,You'll throw a gunshot at the bedroom with the shots and the comfortable sand with a swordwork.,"Specifically, names that were called her are what are known.",windowed_5
trial_lie_048,I don't know if it's not necessary or relevant to embarrass her.,She's the witness of the Mr. Nomers called her names.,windowed_5
trial_lie_048,I don't know if it's not necessary or relevant to embarrass her.,So I want to know specifically what names he called her.,windowed_5
trial_lie_048,I don't know if it's not necessary or relevant to embarrass her.,She said he used the F-4 itself.,windowed_5
trial_lie_048,I don't know if it's not necessary or relevant to embarrass her.,"Specifically, names that were called her are what are known.",windowed_5
trial_lie_048,I don't know if it's not necessary or relevant to embarrass her.,"Sure, the jurors know the F-4 names.",windowed_5
